test_name,real_vulnerability,cwe,num_tools_agreeing,flagged_by_semgrep,flagged_by_sonar,cwe_historical_precision,message,ml_risk_score,ml_priority
BenchmarkTest01305,0,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6052657034562158,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01306,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6326009898069045,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01307,0,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6133730231246536,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01308,1,CWE-89,1,1,0,0.5746,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.5883339559634727,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01309,0,CWE-89,1,1,0,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6299341752169263,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01310,0,CWE-89,2,1,1,0.5746,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,0.549532047868988,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01311,1,CWE-89,2,1,1,0.5746,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,0.5312748750495969,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01312,1,CWE-89,2,1,1,0.5746,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,0.4939336901384355,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01313,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6013870000430575,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01314,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6013870000430575,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01315,0,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6172031360784221,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01316,1,CWE-643,1,1,0,0.5185,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.5639760800600782,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01317,1,CWE-327,1,0,1,0.9046,Use a strong cipher algorithm.,0.746894127214667,P2 - High (ML Probable Vulnerability)
BenchmarkTest01318,1,CWE-327,1,0,1,0.9046,Use another cipher mode or disable padding.,0.7615061478378989,P2 - High (ML Probable Vulnerability)
BenchmarkTest01319,0,CWE-327,0,0,0,0.9046,,0.09081970593165378,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest01320,1,CWE-327,1,0,1,0.9046,Use a strong cipher algorithm.,0.7448928852534946,P2 - High (ML Probable Vulnerability)
BenchmarkTest01321,0,CWE-327,0,0,0,0.9046,,0.09759301912689183,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest01322,1,CWE-327,2,1,1,0.9046,DES is considered deprecated. AES is the recommended cipher. Upgrade to use AES. See https://www.nist.gov/news-events/news/2005/06/nist-withdraws-outdated-data-encryption-standard for more information.,0.9549847982426458,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest01323,1,CWE-327,2,1,1,0.9046,DES is considered deprecated. AES is the recommended cipher. Upgrade to use AES. See https://www.nist.gov/news-events/news/2005/06/nist-withdraws-outdated-data-encryption-standard for more information.,0.9549847982426458,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest01324,0,CWE-327,0,0,0,0.9046,,0.09176958896267884,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest01325,1,CWE-327,1,0,1,0.9046,Use a secure cipher mode.,0.7615061478378989,P2 - High (ML Probable Vulnerability)
BenchmarkTest01326,1,CWE-90,1,1,0,0.4815,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data.",0.4812138184171754,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01327,0,CWE-90,1,1,0,0.4815,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data.",0.5026710330672093,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01328,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5323617688956359,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01329,1,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5446502000682291,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01330,1,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5333552162927581,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01331,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5446502000682291,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01332,0,CWE-328,0,0,0,1.0,,0.2336827722158927,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest01333,1,CWE-328,2,1,1,1.0,Detected MD5 hash algorithm which is considered insecure. MD5 is not collision resistant and is therefore not suitable as a cryptographic signature. Use HMAC instead.,0.9967183475989987,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest01334,1,CWE-328,2,1,1,1.0,Detected MD5 hash algorithm which is considered insecure. MD5 is not collision resistant and is therefore not suitable as a cryptographic signature. Use HMAC instead.,0.9980365742548483,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest01335,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6567667998284668,P2 - High (ML Probable Vulnerability)
BenchmarkTest01336,0,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6567667998284668,P2 - High (ML Probable Vulnerability)
BenchmarkTest01337,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6447953001558595,P3 - Medium (ML Moderate / Needs Review)
